segment_type,segment_id,year,buffer_size,sensor_type,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndbi_mean,ndbi_std,ndvi_category,ndwi_category,ndbi_category
100m,25,2016,200,L8,0.4278220514345742,0.11278437364638394,-0.43045938191991523,0.08360010859940464,0.00021729844220367883,0.09854364160063492,decent - lower,very low - lower,low - upper
100m,25,2016,300,L8,0.41205351350875613,0.11595399076927027,-0.4268200945021593,0.07974985574564394,0.016101103033207956,0.09055517029732192,decent - lower,very low - lower,low - upper
100m,25,2017,100,L8,0.4487446137010971,0.07663190755360495,-0.4912461809839293,0.060315816224683676,-0.01977662257435886,0.07333593200656056,decent - lower,very low - lower,low - upper
100m,25,2017,200,L8,0.4527165370547063,0.07327570166510998,-0.49260438040022264,0.05706757572069289,-0.006882451706836126,0.06862213659097254,decent - lower,very low - lower,low - upper
100m,25,2017,300,L8,0.43237409495641665,0.07844446656464711,-0.4724796197773711,0.06305819131626836,-0.0023164392850385587,0.0710400198735894,decent - lower,very low - lower,low - upper
100m,25,2018,100,L8,0.33497001349019734,0.07272259289692941,-0.41499495869226016,0.05872495914416742,0.08334462146611524,0.07949172963854748,low - upper,very low - lower,decent - lower
100m,25,2018,200,L8,0.34726413227127323,0.0718760764273384,-0.4232174008063233,0.05898732705940132,0.08696600765387417,0.07297735121770814,low - upper,very low - lower,decent - lower
100m,25,2018,300,L8,0.34744549719180806,0.07414842529658505,-0.4180781723835441,0.06139857801166424,0.07606723808743854,0.07059578802535489,low - upper,very low - lower,decent - lower
100m,25,2019,100,L8,0.51760038774438,0.14758118809196438,-0.44094698268889987,0.10924614427117892,-0.07496788297474664,0.08138784756304832,decent - upper,very low - lower,low - lower
100m,25,2019,200,L8,0.5293411916954315,0.13180576227637142,-0.45831602919843595,0.1068589033964527,-0.07834233923727464,0.07416407732485966,decent - upper,very low - lower,low - lower
100m,25,2019,300,L8,0.49932269459097045,0.12714625478458477,-0.4426326927977586,0.10174260583886079,-0.07605740610857993,0.07388307453289807,decent - lower,very low - lower,low - lower
100m,25,2020,100,L8,0.3295954758750283,0.07330267781001075,-0.4071941364892742,0.056642142469189374,0.08863962284535307,0.07532010124333023,low - upper,very low - lower,decent - lower
100m,25,2020,200,L8,0.34259779585759625,0.06782119150345592,-0.4171980649215251,0.052318647464020006,0.09058332284526593,0.06719423645820603,low - upper,very low - lower,decent - lower
100m,25,2020,300,L8,0.34195791431168143,0.07149424311448846,-0.41202294393128075,0.05639257183591848,0.08197866077747454,0.06427702492178015,low - upper,very low - lower,decent - lower
100m,25,2021,100,L8,0.38043400292342167,0.06436175240660255,-0.4118512291238409,0.04612723051628708,-0.014919940010393774,0.05829440787703585,decent - lower,very low - lower,low - upper
100m,25,2021,200,L8,0.3879938230821907,0.05986056146374262,-0.4194869178975948,0.04309243553147159,-0.010602442494167029,0.050868627937699626,decent - lower,very low - lower,low - upper
100m,25,2021,300,L8,0.3815556712498835,0.058562210274724906,-0.4124208147123286,0.04333389728189697,-0.010398012295552423,0.04763467391575632,decent - lower,very low - lower,low - upper
100m,25,2022,100,L8,0.38713315612153343,0.09069170306894446,-0.45496889950700936,0.07418470038025064,0.03335287191390256,0.08350011610668813,decent - lower,very low - lower,low - upper
100m,25,2022,200,L8,0.39346424292036664,0.08096341507324534,-0.4609019321201277,0.06680595126678286,0.040237369029478824,0.07658757464266361,decent - lower,very low - lower,low - upper
100m,25,2022,300,L8,0.38303749816148736,0.08075627642534967,-0.448041483867024,0.0671414390591247,0.04011325253901517,0.07058528608182321,decent - lower,very low - lower,low - upper
100m,26,2014,100,L8,0.41417623528513803,0.09160868300191422,-0.468862731788161,0.07000107647470365,0.019936072991691717,0.07977867310990808,decent - lower,very low - lower,low - upper
100m,26,2014,200,L8,0.4077370664366163,0.07953990508732074,-0.4609422814419549,0.06429096190911841,0.01510482069099995,0.06642532041251266,decent - lower,very low - lower,low - upper
100m,26,2014,300,L8,0.3939084758876431,0.07845836883503302,-0.4485970307652029,0.06403426620496468,0.021164303450499536,0.061124416184635516,decent - lower,very low - lower,low - upper
100m,26,2015,100,L8,0.022551780186010353,0.007807866866185332,-0.029592021308032398,0.012646540411911367,-0.12558998753637426,0.012195028013572284,very low - lower,low - upper,low - lower
100m,26,2015,200,L8,0.02628012556652632,0.01646677592174303,-0.03526500596402982,0.024464417869642097,-0.12600611332758338,0.013613174496261123,very low - lower,low - upper,low - lower
100m,26,2015,300,L8,0.026979239616790593,0.01950601760524367,-0.036257478615595945,0.027675454992309133,-0.12708460584108863,0.01883604619836906,very low - lower,low - upper,low - lower
100m,26,2016,100,L8,0.45906884874917153,0.11706513591649843,-0.4171147324184279,0.10637007980477947,-0.015466168167022537,0.09731563862120045,decent - lower,very low - lower,low - upper
100m,26,2016,200,L8,0.4572254362633485,0.12218636179729815,-0.4315299737764501,0.09507653285740275,-0.024678145444227202,0.08823524689165484,decent - lower,very low - lower,low - upper
100m,26,2016,300,L8,0.4177573075612005,0.11814508477065641,-0.42126784451027166,0.08434422007599927,-0.00031036371107515305,0.08576827445665963,decent - lower,very low - lower,low - upper
100m,26,2017,100,L8,0.4525258921399771,0.08438480478779506,-0.49266097221208904,0.06517220231864745,-0.018390643794512992,0.07635370370038139,decent - lower,very low - lower,low - upper
100m,26,2017,200,L8,0.4503214487420155,0.0791212509424277,-0.4879798764946063,0.06356874388227333,-0.027296830316104956,0.07319461324006117,decent - lower,very low - lower,low - upper
100m,26,2017,300,L8,0.4353651106925469,0.07876248065805382,-0.47476550694246467,0.0634116330237056,-0.019350322758955006,0.0708393993811309,decent - lower,very low - lower,low - upper
100m,26,2018,100,L8,0.33796038328294187,0.07795313014418026,-0.41622233323362356,0.06349511170871115,0.08661557247348402,0.08334191349782956,low - upper,very low - lower,decent - lower
100m,26,2018,200,L8,0.34780204419246585,0.07399616616914957,-0.42175311402326926,0.06284074405170244,0.06756068731276012,0.07293944134563761,low - upper,very low - lower,decent - lower
100m,26,2018,300,L8,0.34001274712262286,0.07524617470324543,-0.4127429300069147,0.06325632669181591,0.07125426201857964,0.06942774236953671,low - upper,very low - lower,decent - lower
100m,26,2019,100,L8,0.528360954856941,0.14928240122078135,-0.45860593110013226,0.11406642389118953,-0.05982848802249483,0.08167063821528893,decent - upper,very low - lower,low - lower
100m,26,2019,200,L8,0.54571406726757,0.13033393775459623,-0.4689695623695669,0.10800168167126356,-0.0814748977758363,0.07136320313323576,decent - upper,very low - lower,low - lower
100m,26,2019,300,L8,0.5052007343985461,0.1275948479926397,-0.43864954915001686,0.10614154017931324,-0.08750257425075562,0.06905998175215175,decent - upper,very low - lower,low - lower
100m,26,2020,100,L8,0.3269496470890692,0.0725030691747701,-0.4055397254158828,0.05676939307525745,0.09741871798507619,0.07450271990960973,low - upper,very low - lower,decent - lower
100m,26,2020,200,L8,0.34034126032947154,0.0701459506192892,-0.41351794396209307,0.057479908325887195,0.07695967368720501,0.0662591466135893,low - upper,very low - lower,decent - lower
100m,26,2020,300,L8,0.3329659430929748,0.07267467144468194,-0.4055527280928054,0.058810637877073746,0.07829536037261838,0.06432926535870408,low - upper,very low - lower,decent - lower
100m,26,2021,100,L8,0.3825522945690768,0.07630762488774294,-0.4166587966221728,0.053878052163930504,0.00604236020508725,0.06116036405974758,decent - lower,very low - lower,low - upper
100m,26,2021,200,L8,0.3851797743770373,0.06366537532041988,-0.4181032278353197,0.04750702440558845,-0.009654019269531551,0.051733045936897835,decent - lower,very low - lower,low - upper
100m,26,2021,300,L8,0.3806096155283075,0.06168677394550718,-0.4151230720233897,0.04645341515833536,-0.012186545400920833,0.04885961197100187,decent - lower,very low - lower,low - upper
100m,26,2022,100,L8,0.3860790171933703,0.09865278303228213,-0.4533360790456741,0.07945511848350786,0.03748981538082698,0.08777642385310087,decent - lower,very low - lower,low - upper
100m,26,2022,200,L8,0.38924326272292975,0.08471794396314566,-0.45519332193110273,0.07201781370705519,0.02422939688963956,0.07191724189208687,decent - lower,very low - lower,low - upper
100m,26,2022,300,L8,0.3799472099005971,0.08165823979092184,-0.4463877423013938,0.06964680764814465,0.030417503955401933,0.06907551278238809,decent - lower,very low - lower,low - upper
100m,27,2014,100,L8,0.4049746094092317,0.09674030341639771,-0.4587887102763271,0.07729010075324697,0.003076462833601285,0.07558761843597081,decent - lower,very low - lower,low - upper
100m,27,2014,200,L8,0.3886739926735398,0.08110241851378465,-0.4463821638364405,0.06585824017173066,0.02057716368613102,0.06576784119707398,decent - lower,very low - lower,low - upper
100m,27,2014,300,L8,0.3942536193471308,0.08050818379684949,-0.44916978762424337,0.06649038418664914,0.015233142254510921,0.0626046175036995,decent - lower,very low - lower,low - upper
100m,27,2015,100,L8,0.015199372835071787,0.007549622059648079,-0.01918013516803265,0.01068452289038488,-0.1308546187300978,0.011387433662578847,very low - lower,low - upper,low - lower
100m,27,2015,200,L8,0.01980724113736919,0.014415062271629201,-0.025834547618492947,0.020633976270599427,-0.13069087023267767,0.014795703774454104,very low - lower,low - upper,low - lower
100m,27,2015,300,L8,0.023236212732110018,0.018901233919665902,-0.03095793967160182,0.026555833360899866,-0.13427819339779348,0.022035037966884247,very low - lower,low - upper,low - lower
100m,27,2016,100,L8,0.4842515265136226,0.13564960641142979,-0.43959947089977663,0.11489447269038046,-0.03419936038345837,0.09471130016808743,decent - lower,very low - lower,low - upper
100m,27,2016,200,L8,0.44596215325352784,0.12306852540703374,-0.41601189305359243,0.0954678826093124,-0.008759449300665008,0.07830574428988334,decent - lower,very low - lower,low - upper
100m,27,2016,300,L8,0.4289834757651263,0.12225939785980706,-0.41872226345111485,0.08846611747985467,-0.01366896521185509,0.0813455848754868,decent - lower,very low - lower,low - upper
100m,27,2017,100,L8,0.44929710005109236,0.0929306330017268,-0.4825248376465349,0.07460245709862122,-0.04922687027324274,0.07791366591300038,decent - lower,very low - lower,low - upper
100m,27,2017,200,L8,0.434831451655309,0.07919261660193082,-0.4737379972229673,0.06405354458006929,-0.032579923436340814,0.07230272814915593,decent - lower,very low - lower,low - upper
100m,27,2017,300,L8,0.4395751126283519,0.07953946135625511,-0.4771073197468389,0.0650656934151172,-0.03511257748273251,0.0702359875085171,decent - lower,very low - lower,low - upper
100m,27,2018,100,L8,0.3349746551745497,0.08188924133261845,-0.40925125905733806,0.06941091645526377,0.06457695989468921,0.08445369047718003,low - upper,very low - lower,decent - lower
100m,27,2018,200,L8,0.3266858857339704,0.07559182837590629,-0.40415090764930484,0.06418428666815834,0.07180789066117789,0.07221404235397823,low - upper,very low - lower,decent - lower
100m,27,2018,300,L8,0.33816506270733276,0.07733008947332037,-0.41076159116840366,0.06599300811374516,0.06358439950155252,0.06937368155374912,low - upper,very low - lower,decent - lower
100m,27,2019,100,L8,0.5207159002953496,0.13933571931072264,-0.45340105733730923,0.11355333141261664,-0.0764435681628333,0.08054026352678388,decent - upper,very low - lower,low - lower
100m,27,2019,200,L8,0.5082396914262134,0.1315931375428824,-0.4473942747722711,0.10694746674787665,-0.07530241148433303,0.07131322074011169,decent - upper,very low - lower,low - lower
100m,27,2019,300,L8,0.4999179364668101,0.13252107053870266,-0.43739140252229236,0.10888376532905547,-0.09347190805971176,0.07036921486073248,decent - lower,very low - lower,low - lower
100m,27,2020,100,L8,0.32108679390220524,0.07587854429052078,-0.3976459827121265,0.06410165068823279,0.08029045931286106,0.07237795952812312,low - upper,very low - upper,decent - lower
100m,27,2020,200,L8,0.31861116555152663,0.07100351042012946,-0.3970746703467725,0.059103390269612824,0.08265750701799299,0.0632910052738449,low - upper,very low - upper,decent - lower
100m,27,2020,300,L8,0.3300553823861389,0.07497957211686475,-0.4033594258340748,0.06195680396012327,0.07258343628685032,0.06432218071332073,low - upper,very low - lower,decent - lower
100m,27,2021,100,L8,0.3774883187829347,0.07769620954293253,-0.4147433692745457,0.05782753866661531,-0.0007799864675017335,0.058283785428401715,decent - lower,very low - lower,low - upper
100m,27,2021,200,L8,0.37487148319108976,0.06579993534270492,-0.41395990557677625,0.04987487004387307,-7.259018640562667e-05,0.049539289080389695,decent - lower,very low - lower,low - upper
100m,27,2021,300,L8,0.3819952755479444,0.06606752110004908,-0.41859551628103575,0.05046879303130352,-0.01162473344335477,0.051568821561673577,decent - lower,very low - lower,low - upper
100m,27,2022,100,L8,0.37357977209146526,0.09568043124324811,-0.4390697727761033,0.08002099171609676,0.020724447820099974,0.08091713757241625,decent - lower,very low - lower,low - upper
100m,27,2022,200,L8,0.36879108809316496,0.08171194770636038,-0.4381642737828812,0.06988419483962938,0.02806110118136764,0.06893248202308336,decent - lower,very low - lower,low - upper
100m,27,2022,300,L8,0.3792164271694659,0.08421361155198064,-0.4455394086753363,0.07291379297483738,0.0210154431839552,0.06830315796834338,decent - lower,very low - lower,low - upper
100m,28,2014,100,L8,0.3818538064460102,0.09024835931901926,-0.44032362416275733,0.07571803340445964,0.004558016823118603,0.06215283837888731,decent - lower,very low - lower,low - upper
100m,28,2014,200,L8,0.38043117786123803,0.0796643052050631,-0.4397784220986314,0.06619316471836634,0.0162235763990854,0.06378706068187248,decent - lower,very low - lower,low - upper
100m,28,2014,300,L8,0.3806315129041763,0.08175469789502661,-0.43977076303077645,0.06778961919681531,0.018808792650332827,0.061931843030674644,decent - lower,very low - lower,low - upper
100m,28,2015,100,L8,0.010190097944371661,0.005767098497368195,-0.01253920593657863,0.007668367384082429,-0.13432316821047563,0.012624711091545936,very low - lower,low - upper,low - lower
100m,28,2015,200,L8,0.014277279180375005,0.010893838482709573,-0.018018870030167715,0.014577751226668345,-0.13867326831275462,0.020903205466102266,very low - lower,low - upper,low - lower
100m,28,2015,300,L8,0.018970327240691504,0.01673324545650376,-0.024696114503827676,0.02308034874447235,-0.14239791943423918,0.02539333623894316,very low - lower,low - upper,low - lower
100m,28,2016,100,L8,0.466061602317502,0.13598954138873298,-0.42603840313986197,0.11165797568595137,-0.036667603650963394,0.08387444789057967,decent - lower,very low - lower,low - upper
100m,28,2016,200,L8,0.4363077196052058,0.11984697302808983,-0.4142277874251645,0.092846161276086,-0.010553932462321025,0.0774450406592878,decent - lower,very low - lower,low - upper
100m,28,2016,300,L8,0.42237550219686704,0.13169754761515637,-0.40577398304573825,0.09474103695983822,-0.009619637744593753,0.0765133857797886,decent - lower,very low - lower,low - upper
100m,28,2017,100,L8,0.4365496681191186,0.09210702995186032,-0.4678457390191934,0.07625800857745904,-0.06634545578179367,0.05976985318204104,decent - lower,very low - lower,low - lower
100m,28,2017,200,L8,0.43309236981421134,0.07971375255759251,-0.4692628718355106,0.06537351804122514,-0.04679681906647754,0.06634725823408928,decent - lower,very low - lower,low - upper
100m,28,2017,300,L8,0.42699585628176734,0.08300983419876876,-0.46623396663042715,0.06701328778576354,-0.03844375018251337,0.07190566975599955,decent - lower,very low - lower,low - upper
100m,28,2018,100,L8,0.31712893329979003,0.0828581877622454,-0.39329721643593163,0.07159912467067243,0.061800013189708326,0.07515135115333328,low - upper,very low - upper,decent - lower
100m,28,2018,200,L8,0.32014558708141755,0.07252948034424758,-0.3974742063935877,0.06270289557528921,0.06836217123214472,0.06953759134165102,low - upper,very low - upper,decent - lower
100m,28,2018,300,L8,0.32308216819525404,0.07773007803337617,-0.3992816519605635,0.06702568670789454,0.06646168786509479,0.06986955446443392,low - upper,very low - upper,decent - lower
100m,28,2019,100,L8,0.4886420099740018,0.14510267085639994,-0.43777618555699316,0.1158349021944315,-0.08276119476297061,0.06405581303909832,decent - lower,very low - lower,low - lower
100m,28,2019,200,L8,0.4788079798115203,0.1281126619094303,-0.4318329847807424,0.10536749223458283,-0.08577617728942245,0.07160420986603742,decent - lower,very low - lower,low - lower
100m,28,2019,300,L8,0.4604222407866497,0.1384259229518395,-0.41333155295996477,0.11238327730259685,-0.09249035923025996,0.07058569537518765,decent - lower,very low - lower,low - lower
100m,28,2020,100,L8,0.30250965231498567,0.07710794155239474,-0.38292105791045555,0.06567892107037253,0.07519118562550982,0.06259513420834617,low - upper,very low - upper,decent - lower
100m,28,2020,200,L8,0.3083213441656804,0.06845474536157614,-0.38813216018226404,0.05854193602094048,0.08158141583329942,0.060013793346479646,low - upper,very low - upper,decent - lower
100m,28,2020,300,L8,0.31315619605168094,0.07671813601878803,-0.3912099700933454,0.06500519698623501,0.07800754978320415,0.06333177174989738,low - upper,very low - upper,decent - lower
100m,28,2021,100,L8,0.3653181791632508,0.06988614225722725,-0.40953238027581074,0.05208756712420747,-0.007406430588770877,0.0517120398909178,decent - lower,very low - lower,low - upper
100m,28,2021,200,L8,0.3709314640736098,0.06573525298478874,-0.4132408604145898,0.05096873126354217,-0.0003540486674087035,0.050101883309967454,decent - lower,very low - lower,low - upper
100m,28,2021,300,L8,0.37288163310234124,0.06789325979604022,-0.4148508357472948,0.052005449447555446,-0.004582011137700368,0.05147550274211131,decent - lower,very low - lower,low - upper
100m,28,2022,100,L8,0.3598568757396577,0.09162204726894332,-0.4284494072242875,0.07740677569207378,0.012362821527002767,0.07117423429924385,decent - lower,very low - lower,low - upper
100m,28,2022,200,L8,0.35902218024513505,0.07933786508756448,-0.42933348065972293,0.06907207143889411,0.02506283009486192,0.06427255461216468,decent - lower,very low - lower,low - upper
100m,28,2022,300,L8,0.3646944977683099,0.08165196894162699,-0.43378163828967764,0.07208112563555222,0.023579211369570443,0.06806499706822738,decent - lower,very low - lower,low - upper
100m,29,2014,100,L8,0.3512142373953089,0.07005074290471214,-0.4150409084036452,0.06199779854935171,0.01163682357463742,0.05927165604481798,decent - lower,very low - lower,low - upper
100m,29,2014,200,L8,0.35968151895780476,0.0730382633507291,-0.42451314924196315,0.06233769547378275,0.01989113825881141,0.05528335243208103,decent - lower,very low - lower,low - upper
100m,29,2014,300,L8,0.3761153792291457,0.08363569378783266,-0.4361758736763142,0.06886349347801113,0.015495332914949572,0.06263053725825929,decent - lower,very low - lower,low - upper
100m,29,2015,100,L8,0.007600039988886703,0.003373617959442811,-0.009311336242644961,0.004465817922440732,-0.14098937003825876,0.012515732675315444,very low - lower,low - upper,low - lower
100m,29,2015,200,L8,0.00996993243790139,0.006698599486946007,-0.012195004406769431,0.00841593611540543,-0.1465518136609812,0.022831438826837958,very low - lower,low - upper,low - lower
100m,29,2015,300,L8,0.013429979429219654,0.012147805712775081,-0.016979173228366656,0.015806759864934888,-0.1487135631468996,0.024340466553942817,very low - lower,low - upper,low - lower
100m,29,2016,100,L8,0.4241851314038296,0.13103733431073247,-0.3855700731869684,0.09603822832474579,-0.026803740137392174,0.0688590184543908,decent - lower,very low - upper,low - upper
100m,29,2016,200,L8,0.40733010132157266,0.12318157881404448,-0.3896905626023464,0.0956097098059369,-0.01464143928974287,0.07082887177723028,decent - lower,very low - upper,low - upper
100m,29,2016,300,L8,0.4205955738965914,0.13781651393551184,-0.4005006096144755,0.1010193915255605,-0.0120044368144648,0.07598360552653453,decent - lower,very low - lower,low - upper
100m,29,2017,100,L8,0.4086275722464299,0.08354606388356646,-0.4446829013400425,0.06812589661543146,-0.06552231721168512,0.052498538517335415,decent - lower,very low - lower,low - lower
100m,29,2017,200,L8,0.4129213249040786,0.08242170874407571,-0.45281871866819445,0.0668117039567155,-0.056290818948956066,0.056769734840556335,decent - lower,very low - lower,low - lower
100m,29,2017,300,L8,0.4275370331055269,0.0948021723665512,-0.464390530836446,0.08033946262377574,-0.05109409320215427,0.06778362440788241,decent - lower,very low - lower,low - lower
100m,29,2018,100,L8,0.2886383014967979,0.06737428772233657,-0.3675404214034588,0.05925125987549052,0.06007057714831512,0.06605942530383464,low - upper,very low - upper,decent - lower
100m,29,2018,200,L8,0.30268241384831135,0.0711698838471468,-0.3842686639304032,0.06084937075606814,0.06797885402830477,0.06514332448497763,low - upper,very low - upper,decent - lower
100m,29,2018,300,L8,0.3185509291014122,0.07881897153042351,-0.3965830338304089,0.06746635547777215,0.06610033538613466,0.06794635583885299,low - upper,very low - upper,decent - lower
100m,29,2019,100,L8,0.4195396339030641,0.11948487991346794,-0.38573115190719953,0.09879677136498272,-0.0981416904006634,0.05924983371978968,decent - lower,very low - upper,low - lower
100m,29,2019,200,L8,0.4273733037194084,0.13579096555167675,-0.3965364213572016,0.10834165478073969,-0.09480980810597181,0.0613900244399601,decent - lower,very low - upper,low - lower
100m,29,2019,300,L8,0.435596772917002,0.1410714903729054,-0.4009469917743133,0.11416131572633074,-0.09591534281105851,0.07056614842872791,decent - lower,very low - lower,low - lower
100m,29,2020,100,L8,0.2776541415330748,0.06813399120871876,-0.3614008226985501,0.05942940390464981,0.07149306993717432,0.056938725773229545,low - upper,very low - upper,decent - lower
100m,29,2020,200,L8,0.2872160497546243,0.06856379097457492,-0.37187812070744936,0.05858269091355537,0.08311218155406541,0.05710202359898322,low - upper,very low - upper,decent - lower
100m,29,2020,300,L8,0.3043448085067972,0.07991089105209156,-0.38394522339301185,0.06781047557908788,0.07898290393054941,0.062490573679353664,low - upper,very low - upper,decent - lower
100m,29,2021,100,L8,0.34692089219344424,0.05626146599178305,-0.3971423168022249,0.04709137984354933,-0.01163894728023748,0.044766641667652665,low - upper,very low - upper,low - upper
100m,29,2021,200,L8,0.3576117473774094,0.059731385266704205,-0.40631355681656445,0.046781891386156745,0.0010962852139789515,0.04769993769241284,decent - lower,very low - lower,low - upper
100m,29,2021,300,L8,0.36938715819652385,0.07207773354004864,-0.4138304549050696,0.054329846124031474,-0.004718387948188304,0.05482418114466767,decent - lower,very low - lower,low - upper
100m,29,2022,100,L8,0.33340025799552997,0.07550278719967968,-0.40574623322024966,0.06724813887581876,0.012594293913656452,0.06103053485076649,low - upper,very low - lower,low - upper
100m,29,2022,200,L8,0.34701304195760724,0.07349819496515746,-0.4203281744570018,0.06481783155453842,0.023253773912532364,0.05811790986732956,low - upper,very low - lower,low - upper
100m,29,2022,300,L8,0.3604493723148039,0.08381503936754232,-0.43010950620386723,0.07290272351510177,0.020196930986183415,0.06634704490373385,decent - lower,very low - lower,low - upper
100m,30,2014,100,L8,0.3391277219201886,0.06123590380479226,-0.40797342232646033,0.055882371137022796,0.02947033508073126,0.05174612376371643,low - upper,very low - lower,low - upper
100m,30,2014,200,L8,0.3411159860286075,0.06358922664342982,-0.40905063613794246,0.056746583664036725,0.02627062025676766,0.05146068746284883,low - upper,very low - lower,low - upper
100m,30,2014,300,L8,0.3728316128489155,0.0939065091428355,-0.43221251881315403,0.0771824765968388,0.009951274888145102,0.06314802345161306,decent - lower,very low - lower,low - upper
100m,30,2015,100,L8,0.007062657929911651,0.0036529412136255012,-0.008348979802867761,0.004621285622095744,-0.1498957334631879,0.011590353596942085,very low - lower,low - upper,low - lower
100m,30,2015,200,L8,0.00749736492509673,0.006142333072508351,-0.00930239083549058,0.007700361141804467,-0.1535296634707693,0.02018391115088455,very low - lower,low - upper,very low - upper
100m,30,2015,300,L8,0.008720570963192129,0.008196152094940207,-0.010990052946854335,0.01019699767663518,-0.15401136062264817,0.02240016952651082,very low - lower,low - upper,very low - upper
100m,30,2016,100,L8,0.360881503838882,0.08704389556976648,-0.34091221822053724,0.07153282248548948,-0.006087069984006038,0.06088617753409356,decent - lower,very low - upper,low - upper
100m,30,2016,200,L8,0.3695537988342554,0.10774480195384296,-0.35218591273201894,0.083537671526113,-0.003935408502731455,0.060570109498205904,decent - lower,very low - upper,low - upper
100m,30,2016,300,L8,0.4162589953559791,0.1446531885211202,-0.39236093774708225,0.1125616841689035,-0.01651182984086593,0.07421952996314314,decent - lower,very low - upper,low - upper
100m,30,2017,100,L8,0.3812196259300717,0.0766343577394808,-0.4256266836286515,0.06446660887625301,-0.05412320600922628,0.044286856285439435,decent - lower,very low - lower,low - lower
100m,30,2017,200,L8,0.3989137262112739,0.08491501529540747,-0.4378306230335756,0.07478108189431798,-0.06230957011238276,0.052451863360529184,decent - lower,very low - lower,low - lower
100m,30,2017,300,L8,0.4244220450807948,0.10873060726321747,-0.46118535450471454,0.097009586039487,-0.06301415030352042,0.07103093736325614,decent - lower,very low - lower,low - lower
100m,30,2018,100,L8,0.26711413190891564,0.04946530398011937,-0.3517223903802267,0.0458273832545649,0.08052013601879497,0.05378971426596832,low - upper,very low - upper,decent - lower
100m,30,2018,200,L8,0.2819525634860869,0.06124128037207283,-0.36687733761968555,0.05469572570377141,0.07536073499616819,0.05619597634263816,low - upper,very low - upper,decent - lower
100m,30,2018,300,L8,0.3192871711662808,0.09461680325256974,-0.3969880115038932,0.0801784181860969,0.058491414872876665,0.0697672316521443,low - upper,very low - upper,decent - lower
100m,30,2019,100,L8,0.3480003546542527,0.09350156679398185,-0.3353389962736522,0.08441095046738134,-0.09578611023774432,0.052891102418534695,low - upper,very low - upper,low - lower
100m,30,2019,200,L8,0.365843230925183,0.11319639194975756,-0.34729106225279266,0.09593822426768553,-0.09208452287616281,0.05707588229731609,decent - lower,very low - upper,low - lower
100m,30,2019,300,L8,0.40938444489702736,0.14170340625735914,-0.389925789133469,0.11708763769635784,-0.08448794013252953,0.07906029185323754,decent - lower,very low - upper,low - lower
100m,30,2020,100,L8,0.25332969862474153,0.04980229700185045,-0.3425220316410492,0.04629213216791541,0.09114174315702604,0.04776451836121578,low - upper,very low - upper,decent - lower
100m,30,2020,200,L8,0.2645024086956803,0.06260086229847885,-0.3515924078487424,0.055798090089195965,0.08921502795896939,0.05081698649136247,low - upper,very low - upper,decent - lower
100m,30,2020,300,L8,0.3022356765472365,0.10011961427576933,-0.380496949241209,0.08265360743022691,0.07257612142323862,0.06661256687459444,low - upper,very low - upper,decent - lower
100m,30,2021,100,L8,0.3348268213823161,0.051472880187591524,-0.39089313602811965,0.04378646107260873,0.0020221594315845528,0.0464186948047018,low - upper,very low - upper,low - upper
100m,30,2021,200,L8,0.3423082424156478,0.05794437662825055,-0.39609787605623026,0.04729042517865549,0.004048944941928982,0.04754450325247481,low - upper,very low - upper,low - upper
100m,30,2021,300,L8,0.37177463628810264,0.09336620123993203,-0.41607108494204065,0.0702596742081612,-0.01244115890694999,0.06451564798758913,decent - lower,very low - lower,low - upper
100m,30,2022,100,L8,0.3178283940490918,0.06313323320422906,-0.3940812396946659,0.05818939471797519,0.029032689541383355,0.05448583059150307,low - upper,very low - upper,low - upper
100m,30,2022,200,L8,0.3290381335575297,0.06649834771985964,-0.40444620165808887,0.060378666628705835,0.02847960830883692,0.0519356583005205,low - upper,very low - lower,low - upper
100m,30,2022,300,L8,0.3603615114968797,0.09871190068472775,-0.42920484435763717,0.08426409709567398,0.01506404275978454,0.0648700007926613,decent - lower,very low - lower,low - upper
100m,31,2014,100,L8,0.3285289471358702,0.059730401388954434,-0.3990010896244116,0.05908765978193038,0.03998987707550092,0.04721659427849499,low - upper,very low - upper,low - upper
100m,31,2014,200,L8,0.3538079037163109,0.09399386153909071,-0.4176895592629139,0.07786228918066813,0.016062953238102015,0.060554854165016915,decent - lower,very low - lower,low - upper
100m,31,2014,300,L8,0.37871430293544234,0.10673648947282609,-0.436125665035995,0.08655134872211746,0.002189817239007203,0.06802523829288046,decent - lower,very low - lower,low - upper
100m,31,2015,100,L8,0.005581692795341403,0.0037949435370907914,-0.0064016363429123995,0.004622474194802376,-0.15646587837466167,0.009528889606046163,very low - lower,low - upper,very low - upper
100m,31,2015,200,L8,0.00623813993917537,0.006025978911448986,-0.00782880885665937,0.0075584732818651575,-0.1603968595333292,0.01787348158682267,very low - lower,low - upper,very low - upper
100m,31,2015,300,L8,0.006940275044146227,0.007293232737900155,-0.009047566628412345,0.009203820515453844,-0.16194367826590098,0.022510210779072455,very low - lower,low - upper,very low - upper
100m,31,2016,100,L8,0.3332570776302866,0.08428275667902162,-0.3155174880472865,0.07396855560752595,0.005459980835562443,0.0611248172740066,low - upper,very low - upper,low - upper
100m,31,2016,200,L8,0.36920173109867205,0.11728850214207277,-0.35134548704519036,0.10492600502921293,-0.011345172288739056,0.06651205755265052,decent - lower,very low - upper,low - upper
