segment_type,segment_id,year,buffer_size,sensor_type,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndbi_mean,ndbi_std,ndvi_category,ndwi_category,ndbi_category
100m,27,2010,300,L7,0.12701514915249876,0.024063397727270328,-0.15715137674513427,0.023535685741111485,0.03680317462861076,0.03254454874078467,low - lower,very low - upper,low - upper
100m,27,2011,100,L7,0.12467559145946237,0.023291983432324744,-0.15022977591341646,0.022624002858834164,0.029618051747817398,0.03769229418685265,low - lower,very low - upper,low - upper
100m,27,2011,200,L7,0.12292579022618075,0.022154216129369186,-0.1487822079469936,0.021321305930798843,0.03318834640978753,0.03489128330567151,low - lower,very low - upper,low - upper
100m,27,2011,300,L7,0.12643554172293212,0.023087965566190416,-0.15149285325181505,0.021743020958506387,0.02980309772242225,0.03269994586386519,low - lower,very low - upper,low - upper
100m,27,2012,100,L7,0.1258720026377664,0.02422289305612299,-0.15050069111856876,0.023637126945517922,0.029241208562390146,0.03521749821051348,low - lower,very low - upper,low - upper
100m,27,2012,200,L7,0.12363325170867355,0.022258169821400622,-0.14897495511527775,0.02231943419332056,0.033254327016163376,0.03234196280469609,low - lower,very low - upper,low - upper
100m,27,2012,300,L7,0.12359261776700212,0.02907805945987783,-0.14768861332959124,0.0306970974873649,0.029606712247164185,0.03231562892447587,low - lower,very low - upper,low - upper
100m,27,2013,100,L7,0.07941404300667741,0.08083419020624187,-0.08812963451603781,0.08931684820076015,0.006077899083622674,0.01842952712116031,very low - upper,low - lower,low - upper
100m,27,2013,200,L7,0.10785761519497741,0.0706148134868859,-0.12045957987041346,0.07809438845578451,0.011141588397670084,0.021836971743087966,low - lower,very low - upper,low - upper
100m,27,2013,300,L7,0.1237954522032773,0.06449169829378469,-0.13673855765290416,0.06980132167637455,0.007294592827251651,0.025708934013857255,low - lower,very low - upper,low - upper
100m,28,2007,100,L7,0.10733497719999148,0.01871631798892511,-0.1248489804875722,0.020811603471148476,0.006921859628987168,0.02773268705378556,low - lower,very low - upper,low - upper
100m,28,2007,200,L7,0.10954288583293947,0.019176637209923804,-0.12718580416833444,0.020455934164914726,0.011215012714282355,0.028180688782585988,low - lower,very low - upper,low - upper
100m,28,2007,300,L7,0.1118726880254484,0.020740946957639693,-0.12935983507585247,0.020699297008381672,0.010143788220782528,0.028845412209120885,low - lower,very low - upper,low - upper
100m,28,2008,100,L7,0.04245874772898903,0.0036320476202071268,-0.0486927872525864,0.005462793535304363,0.03221832693844749,0.007540783355951779,very low - upper,low - lower,low - upper
100m,28,2008,200,L7,0.04378238162721194,0.005573545367753078,-0.04956245636864807,0.008002464730738602,0.0283790938927734,0.013243348417275334,very low - upper,low - lower,low - upper
100m,28,2008,300,L7,0.04490828654904988,0.007515502114864823,-0.050501508195030326,0.009527967591085212,0.022580873617899604,0.01902960732939963,very low - upper,low - lower,low - upper
100m,28,2010,100,L7,0.11516604645610937,0.022571584990556413,-0.14672624458674705,0.02294149021141228,0.035625921971534684,0.031025106972618618,low - lower,very low - upper,low - upper
100m,28,2010,200,L7,0.11925075175352741,0.022673425828841336,-0.15118257682973613,0.02307660382993066,0.03967980169697718,0.032268910552652026,low - lower,very low - upper,low - upper
100m,28,2010,300,L7,0.12179230163577343,0.023660628216530546,-0.15348703019768967,0.02235941953967993,0.03949686276304646,0.03229665278138525,low - lower,very low - upper,low - upper
100m,28,2011,100,L7,0.11656264097293421,0.023094858828606447,-0.1417879958732497,0.022536628804704174,0.02955374701397139,0.0315538178864282,low - lower,very low - upper,low - upper
100m,28,2011,200,L7,0.11862111236320097,0.02106959621243765,-0.1444179708345421,0.020502162445393577,0.031992957634474246,0.03281965647377029,low - lower,very low - upper,low - upper
100m,28,2011,300,L7,0.12181959345129859,0.021884047882846484,-0.1478428533556423,0.020495876791472942,0.032193801776457455,0.03242014961211126,low - lower,very low - upper,low - upper
100m,28,2012,100,L7,0.11704689836267104,0.02386916527833937,-0.14051703023696258,0.023436322161047032,0.027718422673637864,0.031284806413368164,low - lower,very low - upper,low - upper
100m,28,2012,200,L7,0.120623656670963,0.02212347395335134,-0.1450553876969202,0.021742628698251908,0.03132613089110959,0.03058580678877164,low - lower,very low - upper,low - upper
100m,28,2012,300,L7,0.11854386256026722,0.030165274889272193,-0.14365762227179696,0.03249385214250566,0.03164614766231165,0.03118320537471445,low - lower,very low - upper,low - upper
100m,28,2013,100,L7,0.07793288232928822,0.07593796419995248,-0.08739035473416326,0.08421675658583386,0.00692453015215366,0.01960944068532654,very low - upper,low - lower,low - upper
100m,28,2013,200,L7,0.10753583265204768,0.07057328873293875,-0.11949373442806484,0.07725756770583778,0.007620901823601274,0.020716322943494066,low - lower,very low - upper,low - upper
100m,28,2013,300,L7,0.12200975083607007,0.0628057165456597,-0.13567021928865874,0.06852913760848982,0.0065090776883315335,0.025795781235763798,low - lower,very low - upper,low - upper
100m,29,2007,100,L7,0.1012077542564585,0.01817665988130013,-0.11856173665532393,0.020408702346160067,0.008004065429400745,0.023305391189882382,low - lower,very low - upper,low - upper
100m,29,2007,200,L7,0.1062154756381021,0.018718101791960276,-0.1249602071515075,0.019703866015685488,0.012007094211826465,0.02610638816088382,low - lower,very low - upper,low - upper
100m,29,2007,300,L7,0.1105132817275758,0.02084387176048868,-0.12863486387812798,0.02025717848666399,0.010448366106983789,0.028266897119116376,low - lower,very low - upper,low - upper
100m,29,2008,100,L7,0.04365045637577162,0.003957416793791428,-0.0496729089965036,0.00655830845066016,0.03283773726754876,0.006456261153334879,very low - upper,low - lower,low - upper
100m,29,2008,200,L7,0.04288597535954039,0.004927274595233313,-0.04880323501956179,0.006853294368702856,0.028630360900195075,0.01300968016931258,very low - upper,low - lower,low - upper
100m,29,2008,300,L7,0.04116481061985327,0.023258728587246123,-0.048110315191622476,0.009108021390317772,0.02535685847957997,0.030221891873317655,very low - upper,low - lower,low - upper
100m,29,2010,100,L7,0.10690652580325952,0.020699360721355663,-0.1377502028638672,0.02069645031970207,0.03648331265888292,0.02936727439711504,low - lower,very low - upper,low - upper
100m,29,2010,200,L7,0.1126042355437152,0.02150668543182319,-0.1463643764166797,0.02126588279387714,0.042031445609864805,0.030523307236655264,low - lower,very low - upper,low - upper
100m,29,2010,300,L7,0.11920318865867824,0.024068169770071746,-0.15160561850953086,0.022178129604079073,0.03996033279290994,0.03186327039564752,low - lower,very low - upper,low - upper
100m,29,2011,100,L7,0.10816184998014035,0.021351417934036502,-0.133637261246968,0.02128394341195246,0.030076915026744876,0.030441709832660112,low - lower,very low - upper,low - upper
100m,29,2011,200,L7,0.11398058833116405,0.019740693301809678,-0.14157876523881566,0.019461258363676705,0.03392985203164945,0.03042479044999678,low - lower,very low - upper,low - upper
100m,29,2011,300,L7,0.1196254134146065,0.021855091001896414,-0.14643699759629467,0.01997413474224068,0.03230643094496146,0.031918048550919585,low - lower,very low - upper,low - upper
100m,29,2012,100,L7,0.10875298754075266,0.020714267774537384,-0.13310039715129254,0.02043546757587292,0.02881755847085394,0.029866848218210038,low - lower,very low - upper,low - upper
100m,29,2012,200,L7,0.11664157276763329,0.021471098947033394,-0.14242751854017516,0.020760097088811876,0.03119853105617834,0.027999769146591576,low - lower,very low - upper,low - upper
100m,29,2012,300,L7,0.11405266444193152,0.03361085040163665,-0.13921314450158576,0.03745689239207247,0.030243379594998433,0.029881323611454326,low - lower,very low - upper,low - upper
100m,29,2013,100,L7,0.08402624817340602,0.07311847909620321,-0.09492343226052476,0.08100621746450472,0.005233385352282635,0.020304236249881355,very low - upper,low - lower,low - upper
100m,29,2013,200,L7,0.10575254792251475,0.07004375929902011,-0.11865453359405954,0.07735213933648355,0.005270194997761981,0.020456177244536772,low - lower,very low - upper,low - upper
100m,29,2013,300,L7,0.12101777494181379,0.06324571480026009,-0.13490403766487077,0.06884993937815655,0.0035014801926510327,0.02494009079583135,low - lower,very low - upper,low - upper
100m,30,2007,100,L7,0.10268843855917904,0.016654395397870246,-0.12241800428680455,0.018564449857224375,0.01563052425760594,0.02495784594339387,low - lower,very low - upper,low - upper
100m,30,2007,200,L7,0.10361458955084817,0.018488911914788457,-0.12328735212498758,0.019657578237555335,0.015032915350858211,0.024754469184179676,low - lower,very low - upper,low - upper
100m,30,2007,300,L7,0.10957930714823644,0.024457715908085417,-0.12765801491574225,0.02317201024151353,0.009147009073987428,0.027277626168152613,low - lower,very low - upper,low - upper
100m,30,2008,100,L7,0.043155784799994545,0.004898511244229076,-0.04981998453756228,0.006867623403098284,0.027400541066517174,0.011013770572135794,very low - upper,low - lower,low - upper
100m,30,2008,200,L7,0.04172737624845962,0.006451381369644948,-0.047285925315800406,0.008532401926628545,0.022943188178318818,0.02192717711363289,very low - upper,low - lower,low - upper
100m,30,2008,300,L7,0.028755851356217072,0.05954180697193041,-0.04544298447063204,0.011472452582067562,0.031751500269366593,0.05836186812992327,very low - upper,low - lower,low - upper
100m,30,2010,100,L7,0.10431775994847162,0.015657991900125172,-0.13872043870004055,0.017031637936588108,0.04805782335489738,0.028492915890378116,low - lower,very low - upper,low - upper
100m,30,2010,200,L7,0.10817320798983526,0.02007742168131903,-0.14288842001625865,0.020169813266673785,0.04656024302243873,0.028992269572191195,low - lower,very low - upper,low - upper
100m,30,2010,300,L7,0.11878446416762038,0.029574633990040764,-0.15043797376643117,0.026711809940773556,0.03739299025122546,0.03283133888085789,low - lower,very low - upper,low - upper
100m,30,2011,100,L7,0.10614666235643967,0.016580985430818523,-0.13585990021923347,0.01731549699179806,0.04315926107642192,0.028626347733274146,low - lower,very low - upper,low - upper
100m,30,2011,200,L7,0.10938889987198736,0.018766378515912507,-0.13870727804010427,0.019108856400522335,0.03871816084973831,0.028772007498590723,low - lower,very low - upper,low - upper
100m,30,2011,300,L7,0.11920572843266516,0.027237953131245954,-0.14583269369579782,0.024751706280690768,0.03008609092653362,0.03205863750544871,low - lower,very low - upper,low - upper
100m,30,2012,100,L7,0.11112472789113795,0.018114750231283554,-0.13858169287115618,0.01892941805634866,0.03779540564996207,0.02544730900866913,low - lower,very low - upper,low - upper
100m,30,2012,200,L7,0.1127795809469289,0.020704652507077176,-0.1406032109212568,0.020579726771471463,0.0339373120904459,0.026297854135035846,low - lower,very low - upper,low - upper
100m,30,2012,300,L7,0.1060837357625772,0.04077684931849031,-0.13028218941261455,0.0466699711678474,0.027632642708817722,0.02828124727478272,low - lower,very low - upper,low - upper
100m,30,2013,100,L7,0.10859025622944697,0.06866467262634605,-0.12296513671008669,0.07591381542472467,0.006308635145056176,0.020275790524845214,low - lower,very low - upper,low - upper
100m,30,2013,200,L7,0.1020067199926604,0.06841197859168614,-0.1162308600833598,0.0762325880095515,0.005477380557943798,0.0203010180497042,low - lower,very low - upper,low - upper
100m,30,2013,300,L7,0.11952135283316428,0.06412143287732378,-0.13319937617774885,0.06905572488750195,0.0015983507152136074,0.024273143882168315,low - lower,very low - upper,low - upper
100m,31,2007,100,L7,0.1011860008312012,0.01723227858055646,-0.12088147604671318,0.01910240568804083,0.018416278882733842,0.025152130403402483,low - lower,very low - upper,low - upper
100m,31,2007,200,L7,0.10595232930968672,0.02509177308977907,-0.12536236915106994,0.023771142502019747,0.01381354101817791,0.02541879492000038,low - lower,very low - upper,low - upper
100m,31,2007,300,L7,0.11095368846392581,0.027792954827621955,-0.1285117955153325,0.02571550593163666,0.007693235040410344,0.027255253401653155,low - lower,very low - upper,low - upper
100m,31,2008,100,L7,0.03919758970388748,0.0076146843213216004,-0.04489318515139849,0.010403301078945172,0.014187531373787811,0.01842446424076199,very low - upper,low - lower,low - upper
100m,31,2008,200,L7,0.028695358941244656,0.05278137978279576,-0.04275954605415826,0.011710552357711549,0.026304269125436028,0.06504570690303893,very low - upper,low - lower,low - upper
100m,31,2008,300,L7,0.015467663348166506,0.07840337149133116,-0.04369088102111845,0.021776926590183193,0.046632947767470886,0.0901853180088175,very low - upper,low - lower,low - upper
100m,31,2010,100,L7,0.10365886384727215,0.016199446753996365,-0.13886860968144418,0.017934601518695536,0.051477785344469465,0.026607690384216287,low - lower,very low - upper,low - upper
100m,31,2010,200,L7,0.11352808544409299,0.030769858652609762,-0.14674375317781949,0.027524154405056768,0.04204178026703796,0.03191695648726475,low - lower,very low - upper,low - upper
100m,31,2010,300,L7,0.12114570058691185,0.03469517970136468,-0.15192392340514377,0.030805955223808922,0.03448892573188759,0.03394958483852068,low - lower,very low - upper,low - upper
100m,31,2011,100,L7,0.1050907552027441,0.016034828296421874,-0.13537019380419005,0.01797342853739048,0.04542063360707696,0.026802224966744264,low - lower,very low - upper,low - upper
100m,31,2011,200,L7,0.11435086794961684,0.029764799208915605,-0.14288793303318914,0.026992549497246932,0.03497167178902398,0.031697907233808026,low - lower,very low - upper,low - upper
100m,31,2011,300,L7,0.12140657459065773,0.032976021172824305,-0.1479876246555407,0.02958008469829546,0.027222473783221353,0.03364770343631578,low - lower,very low - upper,low - upper
100m,31,2012,100,L7,0.10962717939811935,0.018436786054045497,-0.13880613829131122,0.019975861858019597,0.03938196567748276,0.021782709120567467,low - lower,very low - upper,low - upper
100m,31,2012,200,L7,0.1129251908382208,0.027982870398732384,-0.1407062215572341,0.02910232961844642,0.03298866517150148,0.026190748358319044,low - lower,very low - upper,low - upper
100m,31,2012,300,L7,0.10108764031993672,0.04777414346826275,-0.12428774990000033,0.055029857912776925,0.0268846282384036,0.027846590546772257,low - lower,very low - upper,low - upper
100m,31,2013,100,L7,0.11741986717654644,0.05693819525397802,-0.13509077246623752,0.0626435649781367,0.01011504608688094,0.01854807038721028,low - lower,very low - upper,low - upper
100m,31,2013,200,L7,0.10684805109675792,0.06935493338170201,-0.1206439585558598,0.07578321748528404,0.002679396831113618,0.02025304083346212,low - lower,very low - upper,low - upper
100m,31,2013,300,L7,0.12008405347312572,0.06472717451665003,-0.1335107551892684,0.06916780974432485,-0.0004578422215806575,0.024441391108389644,low - lower,very low - upper,low - lower
100m,32,2007,100,L7,0.10368656175199113,0.026534571692305726,-0.12423667758462267,0.025694720459614535,0.01955703040605675,0.024568780520590604,low - lower,very low - upper,low - upper
100m,32,2007,200,L7,0.10985372088411344,0.029421301834805715,-0.12768742271688047,0.026469098804402836,0.011225333763644752,0.026400840386100022,low - lower,very low - upper,low - upper
100m,32,2007,300,L7,0.11260636849013261,0.02875342967027485,-0.13035652539450146,0.026372303360413032,0.010330216861741634,0.03208312630436544,low - lower,very low - upper,low - upper
100m,32,2008,100,L7,0.02865259709174512,0.030344439465770878,-0.03537001867147004,0.011572860329699031,0.01391820911705559,0.08265106458609009,very low - upper,low - lower,low - upper
100m,32,2008,200,L7,0.014818505983146726,0.06952137159057883,-0.04096919756508527,0.029821740738106003,0.04663722313237973,0.11133170646289829,very low - upper,low - lower,low - upper
100m,32,2008,300,L7,0.002037287701716615,0.09034279427507667,-0.04181000454325373,0.03212687958788935,0.06131259726494558,0.11440168444023553,very low - upper,low - lower,low - upper
100m,32,2010,100,L7,0.11166239464974927,0.03416615584877528,-0.1451323672259094,0.03033240956272908,0.04733212537747791,0.03019430476893381,low - lower,very low - upper,low - upper
100m,32,2010,200,L7,0.12082843425832133,0.03798143134805256,-0.15203674723482874,0.03297738058505026,0.036247513857817576,0.033503131392722846,low - lower,very low - upper,low - upper
100m,32,2010,300,L7,0.12313571378858643,0.03548008999412161,-0.15411954861643617,0.03128458069452005,0.036564078588295086,0.038149006298738075,low - lower,very low - upper,low - upper
100m,32,2011,100,L7,0.11140815805250791,0.03549014503141548,-0.14184603051240516,0.0322610684596031,0.04235959767503622,0.0308519390689887,low - lower,very low - upper,low - upper
100m,32,2011,200,L7,0.1211752142259679,0.03746799591554673,-0.14826650045626322,0.03291661473755587,0.02843752125354891,0.03457314644574398,low - lower,very low - upper,low - upper
100m,32,2011,300,L7,0.1232090588690152,0.0338474103394692,-0.14990382021749163,0.030329096397934643,0.029354966276227856,0.037693895433231324,low - lower,very low - upper,low - upper
100m,32,2012,100,L7,0.11173243825772716,0.027027513653414718,-0.14246763233160367,0.0266959581322016,0.04109628241561325,0.020162300481707997,low - lower,very low - upper,low - upper
100m,32,2012,200,L7,0.11097945952514898,0.039971947351018514,-0.1367155224029964,0.04413978579513989,0.030616627243999186,0.026756964845792226,low - lower,very low - upper,low - upper
100m,32,2012,300,L7,0.09803072610792744,0.05107112880012045,-0.12061501867583195,0.05943250841728537,0.027585476881178447,0.030619724795828696,very low - upper,very low - upper,low - upper
100m,32,2013,100,L7,0.1301509583836335,0.03971323380781606,-0.15116052117886544,0.04032885467380666,0.012170112134033326,0.018653830634873386,low - lower,very low - upper,low - upper
100m,32,2013,200,L7,0.1131378791827199,0.06688802729724205,-0.12661435255331677,0.07198865935604883,0.0011417734182663183,0.02199312378068749,low - lower,very low - upper,low - upper
100m,32,2013,300,L7,0.11896920052309462,0.06482506522033782,-0.13281161733703398,0.0696357049538441,0.0035005850108217698,0.029937682335827585,low - lower,very low - upper,low - upper
100m,33,2007,100,L7,0.1091025646527233,0.03363253321753986,-0.1279498256863213,0.030724161230502107,0.013266059138126705,0.026782955380196715,low - lower,very low - upper,low - upper
100m,33,2007,200,L7,0.11033909736069032,0.029073815639130647,-0.12924647370485395,0.025819320843790454,0.02103277566847732,0.033704460159437316,low - lower,very low - upper,low - upper
100m,33,2007,300,L7,0.11199626310253828,0.02930576045906462,-0.131149133914591,0.027030434903605485,0.017989658786226454,0.03710990871899163,low - lower,very low - upper,low - upper
100m,33,2008,100,L7,0.014943943309569633,0.050564793604476514,-0.02711178958646065,0.007666964139380544,0.044630206908926266,0.14339760189411765,very low - upper,low - lower,low - upper
100m,33,2008,200,L7,-0.00824770818818146,0.09198353714325452,-0.035409458935076236,0.03324025726268906,0.07838240413077047,0.1429259542265667,very low - upper,low - lower,low - upper
100m,33,2008,300,L7,-0.012102817776144446,0.09845567419805842,-0.040869500935588166,0.04351383695962015,0.08654506184263443,0.13609883778380485,very low - upper,low - lower,low - upper
100m,33,2010,100,L7,0.12390924033260031,0.04424811852974406,-0.153630633815288,0.03878843336412012,0.03556125303709797,0.03394005520603741,low - lower,very low - upper,low - upper
100m,33,2010,200,L7,0.12215925835322598,0.03792517703506061,-0.1541818615516444,0.0326055136088362,0.04575376831839106,0.040881459364918445,low - lower,very low - upper,low - upper
100m,33,2010,300,L7,0.12274682183843963,0.03641930709224403,-0.15517617876701306,0.03213534379468257,0.04383135599251698,0.04264701843622349,low - lower,very low - upper,low - upper
100m,33,2011,100,L7,0.12169852689084922,0.04625053148947145,-0.1477963622994677,0.0409673378246802,0.029610682902879895,0.03815607433445789,low - lower,very low - upper,low - upper
100m,33,2011,200,L7,0.12178992560269612,0.03755773219326547,-0.14961605853165583,0.03254617456110274,0.03800492866822552,0.040751755408155545,low - lower,very low - upper,low - upper
100m,33,2011,300,L7,0.12262002813227908,0.0351126218529708,-0.15088966122036715,0.03181012758913516,0.03551611188361636,0.043026202573845714,low - lower,very low - upper,low - upper
100m,33,2012,100,L7,0.11646857941888834,0.03396177330111409,-0.14376498614662206,0.0320306135403083,0.03788080733290147,0.02740579067903445,low - lower,very low - upper,low - upper
100m,33,2012,200,L7,0.10209440851805916,0.04815106884347105,-0.1262287167046943,0.05558425880103116,0.03511113233076453,0.0313449126080623,low - lower,very low - upper,low - upper
100m,33,2012,300,L7,0.09424858372394954,0.053326936766508674,-0.11734379524727517,0.06311014954903582,0.03211071978425637,0.035144449053562524,very low - upper,very low - upper,low - upper
100m,33,2013,100,L7,0.13431254065349374,0.03193364181093771,-0.1530378327837735,0.026453914603758913,0.01192782957616333,0.02617083450111027,low - lower,very low - upper,low - upper
100m,33,2013,200,L7,0.12351351125009591,0.05691246360885612,-0.13947942316358755,0.06057903203782461,0.013849275798477022,0.0330110714904643,low - lower,very low - upper,low - upper
100m,33,2013,300,L7,0.11879668647441154,0.06373799654911681,-0.13441212812830253,0.0693028636048411,0.010805104011448297,0.0346330268203384,low - lower,very low - upper,low - upper
100m,34,2007,100,L7,0.11004936261141882,0.032681762973752686,-0.12985022310292782,0.028425479781190463,0.027023423562944286,0.03651569520928059,low - lower,very low - upper,low - upper
100m,34,2007,200,L7,0.1106727689836722,0.02979352929991608,-0.13127085309050981,0.026603591797699753,0.03124626742251367,0.038757346045703474,low - lower,very low - upper,low - upper
100m,34,2007,300,L7,0.11184918151851131,0.030313018241767575,-0.13179080617111355,0.027826395819572917,0.022888421355644107,0.042181035297168455,low - lower,very low - upper,low - upper
100m,34,2008,100,L7,-0.012172372174872074,0.08785480434523486,-0.024032286686976972,0.015154019233875191,0.07179113302466805,0.16717460561943742,very low - upper,low - lower,low - upper
100m,34,2008,200,L7,-0.03537408639180304,0.10828067501869415,-0.039038457379687114,0.05302917389169122,0.12586839990450666,0.15501312435807135,very low - upper,low - lower,decent - lower
100m,34,2008,300,L7,-0.03317683336253265,0.11003026795706251,-0.041777185976412,0.05435627962213463,0.1099861280895163,0.151617487193629,very low - upper,low - lower,decent - lower
100m,34,2010,100,L7,0.12394641505039758,0.04398522412275825,-0.15572649175728712,0.0374773953795498,0.049979012553958146,0.045405432727482216,low - lower,very low - upper,low - upper
100m,34,2010,200,L7,0.12380633493239417,0.03819672802740082,-0.15649754862045623,0.03338823735434494,0.05513797853027792,0.045639973942969474,low - lower,very low - upper,low - upper
100m,34,2010,300,L7,0.12211727111742839,0.0373804316175733,-0.15486517523193943,0.033225961378600184,0.048991074076455796,0.04706139908140772,low - lower,very low - upper,low - upper
100m,34,2011,100,L7,0.12284836679152965,0.0451151006073489,-0.15035889529040725,0.038751567513279156,0.04179775343817463,0.04731507541416158,low - lower,very low - upper,low - upper
100m,34,2011,200,L7,0.12213988356600271,0.037676212377533644,-0.15074586342903498,0.03329842736502228,0.04811775900939517,0.04553321521113954,low - lower,very low - upper,low - upper
100m,34,2011,300,L7,0.12189293993208013,0.03688126388469483,-0.1514081716320033,0.03292682669157767,0.039423340635365484,0.04846514635230066,low - lower,very low - upper,low - upper
100m,34,2012,100,L7,0.11413350101231104,0.03944107251799215,-0.14036730506860334,0.040969900097434404,0.047401523355535095,0.035463170476228094,low - lower,very low - upper,low - upper
100m,34,2012,200,L7,0.09045710553902644,0.055681393362239595,-0.11185635252203488,0.0655307884983709,0.039547313286139446,0.03805575256336825,very low - upper,very low - upper,low - upper
100m,34,2012,300,L7,0.09294610681153655,0.05420250363013182,-0.11661289120000477,0.06432434510754449,0.03440202307105132,0.03865824084877237,very low - upper,very low - upper,low - upper
100m,34,2013,100,L7,0.13892912313207859,0.029406623788148605,-0.15674769149443651,0.023655282962628085,0.024639995073893077,0.036321293965521126,low - lower,very low - upper,low - upper
100m,34,2013,200,L7,0.13333250464311777,0.04633852329549509,-0.15153476764304152,0.04774390254977465,0.02593067246975453,0.03758069617128309,low - lower,very low - upper,low - upper
100m,34,2013,300,L7,0.12061343410601777,0.060793204186275505,-0.13830555673048733,0.06627682652451587,0.01610770140160086,0.03851449460692429,low - lower,very low - upper,low - upper
100m,35,2007,100,L7,0.09824346886131922,0.020049577342552524,-0.12146441353237081,0.01876138378034446,0.046756056080568334,0.033023325427706876,very low - upper,very low - upper,low - upper
100m,35,2007,200,L7,0.10999156605328198,0.028631470600616535,-0.1322930365707877,0.02460873226508832,0.04039411870858944,0.04342689519882503,low - lower,very low - upper,low - upper
100m,35,2007,300,L7,0.10810289907875088,0.033200160333023,-0.12894691643909878,0.03118800725183528,0.02722633920320453,0.044175066880874546,low - lower,very low - upper,low - upper
100m,35,2008,100,L7,-0.04290974737604341,0.11214299648883197,-0.029224352094176762,0.03494129673615634,0.13165149026737047,0.1673300624442579,very low - upper,low - lower,decent - lower
100m,35,2008,200,L7,-0.06719496188168088,0.12177397942200349,-0.04524168769572259,0.06455943064105388,0.16700290090882008,0.14737191292558996,very low - lower,low - lower,decent - lower
100m,35,2008,300,L7,-0.055857259076507744,0.11910558880087635,-0.04231845314803544,0.060068249685807776,0.1312768590814738,0.1593098031683072,very low - lower,low - lower,decent - lower
100m,35,2010,100,L7,0.10513302598529345,0.02333402156379782,-0.14154493436357057,0.02197439533076011,0.07606813639561506,0.03458916871030183,low - lower,very low - upper,low - upper
100m,35,2010,200,L7,0.12064861662001834,0.03568240692699161,-0.15527167188097973,0.03081682655371413,0.06609601897129573,0.04896238709997305,low - lower,very low - upper,low - upper
100m,35,2010,300,L7,0.1184197280630407,0.03914962154958089,-0.15156625446432068,0.03583185648219372,0.051962596829229664,0.049175002403513135,low - lower,very low - upper,low - upper
100m,35,2011,100,L7,0.10380295676333619,0.023617088597296727,-0.13488518664594434,0.021955490113919895,0.06764232086553848,0.036512011172559436,low - lower,very low - upper,low - upper
100m,35,2011,200,L7,0.12007258752840039,0.0368336778854589,-0.15079584344088884,0.03147018775404964,0.05705848815007927,0.0508630109196863,low - lower,very low - upper,low - upper
100m,35,2011,300,L7,0.11860965215720842,0.03891805923214035,-0.1487470021584316,0.0351741460900143,0.04172463047036844,0.05150129439496301,low - lower,very low - upper,low - upper
100m,35,2012,100,L7,0.09003032585949051,0.04339668172995776,-0.1146543817522954,0.05275737556224513,0.054196246869515824,0.03809358239441627,very low - upper,very low - upper,low - upper
100m,35,2012,200,L7,0.08700996280572632,0.05983315742423891,-0.1079067582280841,0.07082119355897089,0.041711035128289824,0.04298592035022424,very low - upper,very low - upper,low - upper
100m,35,2012,300,L7,0.09028071011803564,0.054959450803603614,-0.11431062048985059,0.06463044483878237,0.03491817318792409,0.04136883089224987,very low - upper,very low - upper,low - upper
100m,35,2013,100,L7,0.13094799098841467,0.024029671042373316,-0.15252919180607097,0.020719264142552086,0.043626667442134115,0.030556566939032564,low - lower,very low - upper,low - upper
100m,35,2013,200,L7,0.14078428502798018,0.034019868490260445,-0.16179907219699302,0.03290901906409747,0.03392043944967447,0.03964229132071196,low - lower,very low - upper,low - upper
100m,35,2013,300,L7,0.11814504616311491,0.05835668111551472,-0.1386360460279223,0.0625922887579832,0.022399421388584254,0.03967536822646145,low - lower,very low - upper,low - upper
100m,36,2007,100,L7,0.09511184165741364,0.014997539190867503,-0.12135240779574726,0.014187077266587867,0.06219700898461556,0.03419808503758505,very low - upper,very low - upper,low - upper
100m,36,2007,200,L7,0.10111981806969543,0.027941186232991213,-0.12450386319743345,0.027165022976612503,0.04823556479279062,0.04208021765188228,low - lower,very low - upper,low - upper
100m,36,2007,300,L7,0.10210109897605886,0.034515811047594255,-0.12273786376682506,0.03402782121854856,0.02860916228869498,0.044816330074765764,low - lower,very low - upper,low - upper
100m,36,2008,100,L7,-0.1065258908022248,0.13151809402335218,-0.029422315380552056,0.03193841605942015,0.1987168080245741,0.13073138614405128,very low - lower,low - lower,decent - lower
100m,36,2008,200,L7,-0.0813628276379455,0.12555754242966252,-0.04584024692185884,0.06400418666436289,0.19360693625812658,0.1330881957111067,very low - lower,low - lower,decent - lower
100m,36,2008,300,L7,-0.06332907131115581,0.12103857217019061,-0.04523006929841396,0.06520475009005444,0.14227103624671944,0.1583159137392816,very low - lower,low - lower,decent - lower
100m,36,2010,100,L7,0.09934012180826603,0.01494670281818316,-0.13857507482821096,0.016333495253447853,0.09305451998375129,0.033572776708921885,very low - upper,very low - upper,low - upper
100m,36,2010,200,L7,0.10777460330585621,0.029444645298094728,-0.1448355930264251,0.028986926060070226,0.07550227730300049,0.044912267120400355,low - lower,very low - upper,low - upper
100m,36,2010,300,L7,0.11195980854508854,0.03914670801829367,-0.1454394359716405,0.03702582799608639,0.05247818557768696,0.0501570183001005,low - lower,very low - upper,low - upper
100m,36,2011,100,L7,0.09831738946028434,0.016789994503676842,-0.1333416859469517,0.016159498150625593,0.08176781972949027,0.03867999833369515,very low - upper,very low - upper,low - upper
100m,36,2011,200,L7,0.10897386852650688,0.03169934725394867,-0.14124063169359388,0.0287961163943223,0.06457349541104075,0.0495321579256197,low - lower,very low - upper,low - upper
