segment_id_x,100m_segment_id,Year,roadkill_count,min_dist_1,min_dist_2,min_dist_3,geometry,buffer_size,segment_type,segment_id_y,year,sensor_type,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndbi_mean,ndbi_std,ndvi_category,ndwi_category,ndbi_category,200m_segment_id
1-4,1.0,2022,0.0,23.246441309099662,96.61725461542471,97.73357815573378,"LINESTRING (240608.08343186945 4277443.022508146, 240572.7620475572 4277536.574248869)",100,100m,1,2022,L8,0.2651335647656824,0.1617549655482978,-0.3234248397147263,0.1412444715060664,-0.0556216497489393,0.0819402345867701,low - upper,very low - upper,low - lower,
5-8,2.0,2007,0.0,142.8171302974077,,,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2007,L7,0.1244512048931162,0.050117235771057,-0.142102498856938,0.0438546917601669,-0.0276823777770224,0.0363258301913455,low - lower,very low - upper,low - lower,
5-8,2.0,2008,0.0,142.8171302974077,,,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2008,L7,0.0777349156500652,0.048016226026233,-0.0988698677354891,0.0438742104028524,0.0008525770370232,0.0307307987714081,very low - upper,low - lower,low - upper,
5-8,2.0,2009,0.0,142.8171302974077,,,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2009,L7,0.1098170045566966,0.0611973311564647,-0.1367180761359285,0.0531820337035448,-0.0163589953246749,0.040708130322266,low - lower,very low - upper,low - lower,
5-8,2.0,2010,0.0,97.79190668438294,142.8171302974077,,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2010,L7,0.1183551756848029,0.057677958430912,-0.1437141835503709,0.0508426712439493,-0.0241313189368552,0.0385155023527454,low - lower,very low - upper,low - lower,
5-8,2.0,2011,0.0,23.308247179888408,97.79190668438294,142.8171302974077,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2011,L7,0.114130738209558,0.061634405960338,-0.1409438212311662,0.0550960094891504,-0.0272779049482351,0.0398132911093412,low - lower,very low - upper,low - lower,
5-8,2.0,2012,0.0,23.308247179888408,97.79190668438294,142.8171302974077,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2012,L7,0.1156366935180834,0.0593615227208891,-0.1407568361506697,0.0525888087491373,-0.0311701493870577,0.0411836176064569,low - lower,very low - upper,low - lower,
5-8,2.0,2013,0.0,23.308247179888408,97.79190668438294,142.8171302974077,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2013,L7,0.107507337701914,0.0429628840535297,-0.1335909448919365,0.0373416714338351,-0.034678427963337,0.0279180361563877,low - lower,very low - upper,low - lower,
5-8,2.0,2014,0.0,23.308247179888408,97.79190668438294,142.8171302974077,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2014,L8,0.2290449648421684,0.1241470965920903,-0.298595052641902,0.1087971503247427,-0.0357259753321544,0.0763499197571146,low - lower,very low - upper,low - upper,
5-8,2.0,2015,0.0,23.308247179888408,97.79190668438294,128.19489051557133,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2015,L8,0.2402050906441398,0.1329206878512787,-0.3024155042898288,0.10995764010098,-0.0465711663281333,0.0900107782859619,low - lower,very low - upper,low - upper,
5-8,2.0,2016,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2016,L8,0.2666236203962765,0.1416045862786578,-0.3232917902622992,0.1203474246253249,-0.0562597015469516,0.0855855485744651,low - upper,very low - upper,low - lower,
5-8,2.0,2017,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2017,L8,0.2508198274259183,0.0607363315843016,-0.2973371536022631,0.0536007742887609,-0.0846961601745975,0.0339559536324957,low - upper,very low - upper,low - lower,
5-8,2.0,2018,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2018,L8,0.2302698965850418,0.1419920180299723,-0.2943499496663655,0.1234614935920751,-0.0413038805476008,0.0865946820640977,low - lower,very low - upper,low - upper,
5-8,2.0,2019,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2019,L8,0.2516254617981242,0.1299260660364824,-0.3167483501041994,0.1095480138326447,-0.0553172564932104,0.0844797183539169,low - upper,very low - upper,low - lower,
5-8,2.0,2020,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2020,L8,0.2213871028568716,0.1457488774214906,-0.2896169292040894,0.1253162199280454,-0.0395425067653054,0.0934893119612864,low - lower,very low - upper,low - upper,
5-8,2.0,2021,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2021,L8,0.2423282881462847,0.1486632123477455,-0.3066816983280445,0.1297593615306493,-0.0488804465783333,0.0905494416855884,low - lower,very low - upper,low - upper,
5-8,2.0,2022,0.0,23.308247179888408,96.67776483441455,97.79190668438294,"LINESTRING (240572.7620475572 4277536.574248869, 240538.64366973462 4277630.507907042)",100,100m,2,2022,L8,0.2179325735489863,0.1261704002725207,-0.2830135707462545,0.1108161838929835,-0.0305927174959692,0.0729609763676388,low - lower,very low - upper,low - upper,
9-12,3.0,2007,0.0,142.80295344074622,,,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2007,L7,0.1356150508188899,0.0447821208823302,-0.1533120462940314,0.0388932724867751,-0.0400815938997707,0.0375490868720268,low - lower,very low - upper,low - lower,
9-12,3.0,2008,0.0,142.80295344074622,,,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2008,L7,0.0838148837500055,0.0396220587635569,-0.1047465387118385,0.0368836501085468,-0.0074426181211704,0.0320299941626657,very low - upper,very low - upper,low - lower,
9-12,3.0,2009,0.0,142.80295344074622,,,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2009,L7,0.1239636686543327,0.0549201096048437,-0.1492873668600678,0.0465759944638801,-0.0298107018832621,0.0448230330052944,low - lower,very low - upper,low - lower,
9-12,3.0,2010,0.0,97.84950521614086,142.80295344074622,,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2010,L7,0.1307284742833462,0.0508187515654854,-0.1541198511257306,0.0440910780913199,-0.0352712395438134,0.0407550318658188,low - lower,very low - upper,low - lower,
9-12,3.0,2011,0.0,23.36950009598328,97.84950521614086,142.80295344074622,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2011,L7,0.1227294408347821,0.0503663282776938,-0.1466314701647151,0.0439505785714829,-0.03631613152807,0.0404127466138241,low - lower,very low - upper,low - lower,
9-12,3.0,2012,0.0,23.36950009598328,97.84950521614086,142.80295344074622,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2012,L7,0.1255143681952849,0.0498368259886816,-0.1491048869211914,0.0428421946576977,-0.0429378269566337,0.0434745619950137,low - lower,very low - upper,low - lower,
9-12,3.0,2013,0.0,23.36950009598328,97.84950521614086,142.80295344074622,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2013,L7,0.1150940940810828,0.0344512913838506,-0.1401689656128857,0.0287263550611841,-0.039853724074725,0.0280169016962395,low - lower,very low - upper,low - lower,
9-12,3.0,2014,0.0,23.36950009598328,97.84950521614086,142.80295344074622,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2014,L8,0.2404982045235433,0.1047497949841415,-0.3092231512782639,0.0947595469732092,-0.0479953082701949,0.073475999537467,low - lower,very low - upper,low - upper,
9-12,3.0,2015,0.0,23.36950009598328,97.84950521614086,128.1681949844919,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2015,L8,0.2523954799577801,0.1168173192788759,-0.3136672381041255,0.1008068606870256,-0.057626746560332,0.0859014502328644,low - upper,very low - upper,low - lower,
9-12,3.0,2016,0.0,23.36950009598328,96.73801159357646,97.84950521614086,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2016,L8,0.2747111778215606,0.134679360580124,-0.3278035972800716,0.1156383684124006,-0.071205239915954,0.088633394783985,low - upper,very low - upper,low - lower,
9-12,3.0,2017,0.0,23.36950009598328,96.73801159357646,97.84950521614086,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2017,L8,0.2552756079607886,0.058361715847904,-0.3008948832620969,0.0522261355898074,-0.0903900089150678,0.0346582300464858,low - upper,very low - upper,low - lower,
9-12,3.0,2018,0.0,23.36950009598328,96.73801159357646,97.84950521614086,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2018,L8,0.2252451426464748,0.1252630017992684,-0.2874802278309414,0.1119784956278934,-0.0437440745628289,0.0842250294152404,low - lower,very low - upper,low - upper,
9-12,3.0,2019,0.0,23.36950009598328,96.73801159357646,97.84950521614086,"LINESTRING (240538.64366973462 4277630.507907042, 240502.50879079275 4277722.582251468)",100,100m,3,2019,L8,0.2488014004018396,0.1115316820621777,-0.3174634989583916,0.099620125159361,-0.0562313786025017,0.0783121416620551,low - lower,very low - upper,low - lower,
